               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.023036,            0.058151,          3.3961e-08,             0.96783,             0.91036,             0.96907,             0.66809,             0.01861,             0.05152,          3.4162e-08,            0.008185,            0.008185,            0.008185
                 112,            0.022856,            0.058372,           3.389e-08,             0.95316,             0.93235,             0.97452,             0.68296,            0.017644,            0.049098,          3.3982e-08,           0.0081685,           0.0081685,           0.0081685
                 113,            0.023105,             0.05683,          3.3854e-08,             0.95957,             0.89822,             0.96078,             0.64978,            0.019546,            0.052841,           3.387e-08,            0.008152,            0.008152,            0.008152
                 114,            0.022096,            0.053793,          3.3854e-08,             0.96216,             0.91176,             0.96766,             0.66824,            0.018411,            0.050878,          3.4035e-08,           0.0081355,           0.0081355,           0.0081355
                 115,            0.024056,            0.059244,          3.3795e-08,             0.95676,             0.88156,             0.95972,             0.66828,            0.018365,            0.052472,          3.4009e-08,            0.008119,            0.008119,            0.008119
                 116,            0.022699,            0.055487,          3.3829e-08,              0.9555,             0.90837,             0.96671,             0.66555,            0.018629,             0.05156,          3.3822e-08,           0.0081025,           0.0081025,           0.0081025
                 117,            0.024308,            0.061988,          3.3585e-08,             0.95024,             0.91301,             0.96917,             0.68082,            0.017871,            0.049583,          3.3827e-08,            0.008086,            0.008086,            0.008086
                 118,            0.023913,            0.058577,          3.3687e-08,              0.9674,             0.88662,             0.96379,             0.65974,            0.018593,            0.056371,          3.3736e-08,           0.0080695,           0.0080695,           0.0080695
                 119,            0.023077,            0.058761,          3.3819e-08,             0.95247,              0.9004,             0.96609,             0.67566,            0.018134,            0.052145,          3.4131e-08,            0.008053,            0.008053,            0.008053
                 120,            0.022822,            0.059242,          3.3921e-08,             0.95771,             0.90637,             0.96942,              0.6861,            0.017526,            0.050873,          3.4105e-08,           0.0080365,           0.0080365,           0.0080365
                 121,            0.022391,            0.056206,           3.389e-08,             0.95793,             0.90438,              0.9659,             0.67891,            0.017879,            0.051023,          3.3972e-08,             0.00802,             0.00802,             0.00802
                 122,            0.021991,            0.056585,          3.3704e-08,             0.96291,             0.89841,             0.96459,             0.67942,             0.01772,            0.052745,          3.3879e-08,           0.0080035,           0.0080035,           0.0080035
                 123,            0.023367,            0.057186,          3.3609e-08,             0.96004,             0.90933,             0.96776,             0.68344,            0.018097,            0.051612,          3.3851e-08,            0.007987,            0.007987,            0.007987
                 124,            0.022642,            0.058933,          3.3722e-08,             0.96058,             0.91434,             0.97219,             0.68175,            0.017822,            0.050143,           3.401e-08,           0.0079705,           0.0079705,           0.0079705
                 125,            0.022383,            0.058249,          3.3811e-08,             0.95799,             0.90843,              0.9695,             0.67274,            0.017942,            0.050862,          3.4063e-08,            0.007954,            0.007954,            0.007954
                 126,            0.023302,            0.057529,          3.3765e-08,              0.9661,             0.90842,             0.97073,             0.66817,            0.018315,            0.052118,          3.3855e-08,           0.0079375,           0.0079375,           0.0079375
                 127,            0.022995,             0.05987,          3.3712e-08,             0.95994,             0.91036,             0.96795,             0.67869,            0.017823,            0.050621,          3.3907e-08,            0.007921,            0.007921,            0.007921
                 128,            0.021994,            0.055495,           3.368e-08,             0.96401,             0.91833,             0.97018,             0.69369,            0.017796,            0.050568,          3.3847e-08,           0.0079045,           0.0079045,           0.0079045
                 129,            0.021398,            0.052331,          3.3714e-08,             0.96933,             0.92032,             0.97389,             0.65623,            0.018428,            0.051128,          3.3809e-08,            0.007888,            0.007888,            0.007888
                 130,            0.022608,            0.057166,          3.3666e-08,              0.9774,             0.91235,             0.97729,             0.68803,            0.017488,            0.049553,          3.3866e-08,           0.0078715,           0.0078715,           0.0078715
